"shipment_id","supply_date","supply_month","mountain_region","company_name","goods_category","quantity_shipped","demand_level","route_difficulty","distance_km","altitude_meters","vehicle_type","weather_condition","landslide_risk","logistics_upgrade","delivery_time_hours","delay_hours","fuel_cost","driver_cost","maintenance_cost","revenue","total_cost","profit","profit_margin","customer_satisfaction","delivery_status","cost_per_km","revenue_per_unit","profit_per_unit","route_efficiency_score","risk_score","profit_category","operational_performance_rating","delay_category","revenue_category","efficiency_category"
"SH0248","2025-08-26","August","Badrinath","Altitude Movers","Medical Supplies",124,"Low","Easy",360,3101,"Pickup Van","Rain","Medium","Yes",20,2,4549.0,1656.0,737.0,62753.0,6942.0,55811.0,0.8894,4.8,"On Time",19.28,506.07,124.0,15503.06,3,"High Profit","Excellent","Minor Delay","Standard","Low"
"SH0249","2025-10-31","October","Spiti","PeakRoute Supply","Food Supplies",760,"Medium","Easy",310,2935,"Mini Truck","Clear","Low","Yes",15,0,6604.0,5731.0,2576.0,47923.0,14911.0,33012.0,0.6889,5.0,"On Time",48.1,63.06,760.0,10649.03,2,"Medium Profit","Excellent","No Delay","Standard","Low"
"SH0250","2025-10-24","October","Kedarnath","Himalayan Freight","Construction Material",414,"Low","Easy",313,1513,"Mini Truck","Clear","Low","No",15,0,3187.0,5797.0,2122.0,71709.0,11106.0,60603.0,0.8451,4.8,"On Time",35.48,173.21,414.0,19361.98,2,"High Profit","Excellent","No Delay","Premium","Low"
"SH0251","2025-12-04","December","Auli","SnowPeak Logistics","Retail Goods",290,"Medium","Hard",336,4172,"Off-road Vehicle","Snow","Low","Yes",20,4,5005.0,5161.0,4195.0,54070.0,14361.0,39709.0,0.7344,4.4,"On Time",42.74,186.45,290.0,11818.15,4,"Medium Profit","Good","Moderate Delay","Standard","Low"
"SH0252","2025-06-06","June","Badrinath","PeakRoute Supply","Food Supplies",987,"Medium","Medium",154,4601,"Mini Truck","Clear","Low","No",9,2,8701.0,1986.0,2472.0,58756.0,13159.0,45597.0,0.776,4.5,"On Time",85.45,59.53,987.0,29608.44,3,"Medium Profit","Excellent","Minor Delay","Standard","Medium"
"SH0253","2025-06-22","June","Tungnath","SnowPeak Logistics","Medical Supplies",643,"Medium","Medium",67,1853,"Mini Truck","Rain","Medium","No",4,1,8525.0,2763.0,2051.0,57282.0,13339.0,43943.0,0.7671,4.7,"On Time",199.09,89.09,643.0,65586.57,4,"Medium Profit","Excellent","Minor Delay","Standard","High"
"SH0254","2025-10-01","October","Hemkund Sahib","Himalayan Freight","Trekking Equipment",805,"High","Easy",208,3379,"Mini Truck","Snow","Low","Yes",15,5,6228.0,3617.0,4070.0,63290.0,13915.0,49375.0,0.7801,4.2,"Delayed",66.9,78.62,805.0,23737.98,2,"Medium Profit","Average","Moderate Delay","Standard","Low"
"SH0255","2025-09-12","September","Kedarnath","Altitude Movers","Trekking Equipment",357,"High","Medium",364,5263,"Off-road Vehicle","Clear","Low","Yes",18,0,6950.0,1688.0,1411.0,55035.0,10049.0,44986.0,0.8174,5.0,"On Time",27.61,154.16,357.0,12358.79,3,"Medium Profit","Excellent","No Delay","Standard","Low"
"SH0256","2025-02-24","February","Spiti","Himalayan Freight","Fuel & Energy",251,"High","Easy",295,2160,"Mini Truck","Rain","Low","Yes",15,1,5327.0,3694.0,2154.0,69743.0,11175.0,58568.0,0.8398,4.8,"On Time",37.88,277.86,251.0,19853.56,2,"High Profit","Excellent","Minor Delay","Standard","Low"
"SH0257","2025-06-01","June","Badrinath","Everest Cargo Solutions","Medical Supplies",905,"Low","Easy",333,4465,"Mini Truck","Fog","Medium","Yes",18,2,3871.0,4065.0,1746.0,60908.0,9682.0,51226.0,0.841,4.8,"On Time",29.08,67.3,905.0,15383.18,3,"High Profit","Excellent","Minor Delay","Standard","Low"
"SH0258","2025-02-23","February","Auli","Altitude Movers","Retail Goods",181,"Medium","Medium",278,4742,"Pickup Van","Clear","Medium","No",14,1,3243.0,2386.0,750.0,17539.0,6379.0,11160.0,0.6363,4.6,"On Time",22.95,96.9,181.0,4014.39,4,"Low Profit","Excellent","Minor Delay","Basic","Low"
"SH0259","2025-07-26","July","Spiti","PeakRoute Supply","Food Supplies",228,"Medium","Easy",362,4268,"Pickup Van","Clear","Medium","Yes",18,0,3037.0,3935.0,2153.0,79898.0,9125.0,70773.0,0.8858,5.0,"On Time",25.21,350.43,228.0,19550.55,3,"High Profit","Excellent","No Delay","Premium","Low"
"SH0260","2025-07-24","July","Uttarkashi","Everest Cargo Solutions","Retail Goods",667,"High","Easy",241,4082,"Pickup Van","Clear","Low","No",13,1,3409.0,2689.0,1723.0,39838.0,7821.0,32017.0,0.8037,4.6,"On Time",32.45,59.73,667.0,13285.06,2,"Medium Profit","Excellent","Minor Delay","Basic","Low"
"SH0261","2025-02-03","February","Pithoragarh","Himalayan Freight","Retail Goods",866,"High","Medium",343,4816,"Mini Truck","Clear","Low","No",19,2,4911.0,5002.0,2125.0,23925.0,12038.0,11887.0,0.4968,4.5,"On Time",35.1,27.63,866.0,3465.6,3,"Low Profit","Good","Minor Delay","Basic","Low"
"SH0262","2025-03-06","March","Valley of Flowers","Altitude Movers","Medical Supplies",896,"Medium","Medium",279,4327,"Mini Truck","Snow","Low","Yes",16,3,3629.0,5716.0,3509.0,46835.0,12854.0,33981.0,0.7255,4.6,"On Time",46.07,52.27,896.0,12179.57,3,"Medium Profit","Good","Moderate Delay","Standard","Low"
"SH0263","2025-11-19","November","Kedarnath","SnowPeak Logistics","Construction Material",969,"Low","Medium",74,3346,"Off-road Vehicle","Rain","Medium","No",6,3,5096.0,1083.0,1576.0,55525.0,7755.0,47770.0,0.8603,4.3,"On Time",104.8,57.3,969.0,64554.05,4,"Medium Profit","Good","Moderate Delay","Standard","High"
"SH0264","2025-09-10","September","Kedarnath","Everest Cargo Solutions","Food Supplies",452,"High","Hard",121,4550,"Truck","Rain","High","No",14,8,9442.0,4912.0,3684.0,40742.0,18038.0,22704.0,0.5573,3.6,"Delayed",149.07,90.14,452.0,18763.64,6,"Low Profit","Poor","Severe Delay","Standard","Low"
"SH0265","2025-12-30","December","Gangotri","PeakRoute Supply","Fuel & Energy",818,"Medium","Medium",92,1768,"Truck","Clear","Low","Yes",4,0,3306.0,5465.0,1269.0,56105.0,10040.0,46065.0,0.821,5.0,"On Time",109.13,68.59,818.0,50070.65,3,"Medium Profit","Excellent","No Delay","Standard","High"
"SH0266","2025-01-02","January","Tungnath","Altitude Movers","Fuel & Energy",860,"Medium","Hard",248,1672,"Pickup Van","Snow","Low","Yes",16,4,6439.0,2691.0,5445.0,78328.0,14575.0,63753.0,0.8139,4.4,"On Time",58.77,91.08,860.0,25706.85,4,"High Profit","Good","Moderate Delay","Premium","Medium"
"SH0267","2025-10-15","October","Auli","PeakRoute Supply","Medical Supplies",380,"High","Hard",78,3865,"Off-road Vehicle","Clear","Low","Yes",4,0,8619.0,2163.0,4139.0,40105.0,14921.0,25184.0,0.628,5.0,"On Time",191.29,105.54,380.0,32287.18,4,"Medium Profit","Excellent","No Delay","Standard","Medium"
"SH0268","2025-09-06","September","Leh","Altitude Movers","Food Supplies",807,"High","Easy",99,4110,"Off-road Vehicle","Rain","Low","No",10,6,5367.0,5056.0,2573.0,24244.0,12996.0,11248.0,0.4639,3.9,"Delayed",131.27,30.04,807.0,11361.62,2,"Low Profit","Average","Severe Delay","Basic","Low"
"SH0269","2025-11-23","November","Kedarnath","Everest Cargo Solutions","Fuel & Energy",615,"Low","Medium",82,4333,"Pickup Van","Snow","Low","No",9,5,5419.0,1130.0,4460.0,36410.0,11009.0,25401.0,0.6976,4.0,"Delayed",134.26,59.2,615.0,30976.83,3,"Medium Profit","Average","Moderate Delay","Basic","Medium"
"SH0270","2025-05-20","May","Yamunotri","Himalayan Freight","Fuel & Energy",652,"High","Easy",74,4975,"Off-road Vehicle","Clear","Medium","Yes",4,0,7955.0,2735.0,2230.0,73954.0,12920.0,61034.0,0.8253,5.0,"On Time",174.59,113.43,652.0,82478.38,3,"High Profit","Excellent","No Delay","Premium","High"
"SH0271","2025-03-18","March","Leh","MountainLink Transport","Construction Material",552,"Medium","Medium",201,5192,"Off-road Vehicle","Rain","Low","Yes",13,3,4434.0,5247.0,920.0,44522.0,10601.0,33921.0,0.7619,4.5,"On Time",52.74,80.66,552.0,16876.12,3,"Medium Profit","Good","Moderate Delay","Standard","Low"
"SH0272","2025-11-06","November","Badrinath","Altitude Movers","Retail Goods",411,"Low","Easy",372,4516,"Truck","Fog","Low","Yes",20,2,2906.0,3909.0,2990.0,19844.0,9805.0,10039.0,0.5059,4.7,"On Time",26.36,48.28,411.0,2698.66,2,"Low Profit","Excellent","Minor Delay","Basic","Low"
"SH0273","2025-08-31","August","Spiti","Himalayan Freight","Food Supplies",53,"Medium","Hard",393,2192,"Mini Truck","Rain","Low","No",21,2,8380.0,3191.0,4127.0,62256.0,15698.0,46558.0,0.7478,4.5,"On Time",39.94,1174.64,53.0,11846.82,4,"Medium Profit","Excellent","Minor Delay","Standard","Low"
"SH0274","2025-03-09","March","Munsiyari","Everest Cargo Solutions","Food Supplies",295,"Low","Hard",120,3270,"Pickup Van","Rain","Medium","Yes",10,4,8708.0,4537.0,2121.0,42347.0,15366.0,26981.0,0.6371,4.4,"On Time",128.05,143.55,295.0,22484.17,5,"Medium Profit","Good","Moderate Delay","Standard","Low"
"SH0275","2025-04-01","April","Yamunotri","SnowPeak Logistics","Retail Goods",797,"Low","Hard",107,3398,"Pickup Van","Snow","Low","No",11,6,5016.0,3816.0,4801.0,23311.0,13633.0,9678.0,0.4152,3.9,"Delayed",127.41,29.25,797.0,9044.86,4,"Low Profit","Average","Severe Delay","Basic","Low"
"SH0276","2025-10-06","October","Leh","Everest Cargo Solutions","Fuel & Energy",143,"Low","Hard",234,4607,"Off-road Vehicle","Rain","Low","Yes",11,0,9915.0,4315.0,3993.0,21496.0,18223.0,3273.0,0.1523,5.0,"On Time",77.88,150.32,143.0,1398.72,4,"Low Profit","Poor","No Delay","Basic","Low"
"SH0277","2025-01-24","January","Leh","Himalayan Freight","Food Supplies",865,"Low","Medium",341,2671,"Truck","Clear","High","No",21,4,5267.0,5476.0,668.0,71292.0,11411.0,59881.0,0.8399,4.2,"On Time",33.46,82.42,865.0,17560.41,5,"High Profit","Good","Moderate Delay","Premium","Low"
"SH0278","2025-03-25","March","Gangotri","MountainLink Transport","Food Supplies",451,"Medium","Easy",249,3415,"Pickup Van","Clear","Low","No",13,1,5801.0,4487.0,542.0,36629.0,10830.0,25799.0,0.7043,4.6,"On Time",43.49,81.22,451.0,10361.04,2,"Medium Profit","Excellent","Minor Delay","Basic","Low"
"SH0279","2025-07-09","July","Spiti","Altitude Movers","Construction Material",936,"Medium","Medium",73,4869,"Pickup Van","Rain","Low","Yes",4,0,5104.0,3337.0,2095.0,77757.0,10536.0,67221.0,0.8645,5.0,"On Time",144.33,83.07,936.0,92083.56,3,"High Profit","Excellent","No Delay","Premium","High"
"SH0280","2025-01-03","January","Roopkund","Himalayan Freight","Medical Supplies",317,"Low","Medium",263,3605,"Pickup Van","Clear","Low","Yes",13,0,8632.0,3506.0,1656.0,65121.0,13794.0,51327.0,0.7882,5.0,"On Time",52.45,205.43,317.0,19515.97,3,"High Profit","Excellent","No Delay","Standard","Low"
"SH0281","2025-09-14","September","Chamoli","Himalayan Freight","Retail Goods",128,"High","Easy",103,3070,"Mini Truck","Rain","Low","Yes",7,2,6157.0,4825.0,2620.0,39855.0,13602.0,26253.0,0.6587,4.7,"On Time",132.06,311.37,128.0,25488.35,2,"Medium Profit","Excellent","Minor Delay","Basic","Medium"
"SH0282","2025-08-21","August","Roopkund","Altitude Movers","Retail Goods",669,"High","Medium",121,1918,"Mini Truck","Clear","Medium","No",7,1,7305.0,3458.0,2570.0,66444.0,13333.0,53111.0,0.7993,4.6,"On Time",110.19,99.32,669.0,43893.39,4,"High Profit","Excellent","Minor Delay","Standard","Medium"
"SH0283","2025-12-15","December","Spiti","SnowPeak Logistics","Medical Supplies",568,"Low","Medium",296,3647,"Mini Truck","Clear","Low","No",15,1,8558.0,4915.0,794.0,87747.0,14267.0,73480.0,0.8374,4.7,"On Time",48.2,154.48,568.0,24824.32,3,"High Profit","Excellent","Minor Delay","Premium","Low"
"SH0284","2025-08-08","August","Tungnath","MountainLink Transport","Fuel & Energy",138,"High","Medium",289,3873,"Pickup Van","Clear","Medium","No",14,0,4790.0,2496.0,1053.0,61444.0,8339.0,53105.0,0.8643,4.8,"On Time",28.85,445.25,138.0,18375.43,4,"High Profit","Excellent","No Delay","Standard","Low"
"SH0285","2025-01-11","January","Leh","Altitude Movers","Medical Supplies",697,"High","Easy",374,3008,"Truck","Rain","Medium","No",19,1,5727.0,2953.0,1432.0,39572.0,10112.0,29460.0,0.7445,4.7,"On Time",27.04,56.77,697.0,7877.01,3,"Medium Profit","Excellent","Minor Delay","Basic","Low"
"SH0286","2025-10-19","October","Chamoli","Everest Cargo Solutions","Fuel & Energy",494,"Medium","Hard",103,5009,"Off-road Vehicle","Clear","Medium","No",7,2,10409.0,1273.0,4077.0,77177.0,15759.0,61418.0,0.7958,4.5,"On Time",153.0,156.23,494.0,59629.13,5,"High Profit","Excellent","Minor Delay","Premium","High"
"SH0287","2025-07-27","July","Badrinath","Himalayan Freight","Retail Goods",731,"Medium","Easy",244,5432,"Pickup Van","Clear","Medium","No",12,0,6567.0,3447.0,743.0,73666.0,10757.0,62909.0,0.854,4.8,"On Time",44.09,100.77,731.0,25782.38,3,"High Profit","Excellent","No Delay","Premium","Medium"
"SH0288","2025-11-16","November","Pithoragarh","MountainLink Transport","Fuel & Energy",549,"High","Medium",105,3899,"Off-road Vehicle","Rain","Low","No",9,4,5927.0,4932.0,2363.0,25924.0,13222.0,12702.0,0.49,4.2,"On Time",125.92,47.22,549.0,12097.14,3,"Low Profit","Good","Moderate Delay","Basic","Low"
"SH0289","2025-03-27","March","Tungnath","PeakRoute Supply","Construction Material",839,"Medium","Medium",62,1683,"Pickup Van","Clear","Medium","Yes",4,0,8796.0,4735.0,1030.0,32245.0,14561.0,17684.0,0.5484,5.0,"On Time",234.85,38.43,839.0,28522.58,4,"Low Profit","Excellent","No Delay","Basic","Medium"
"SH0290","2025-03-04","March","Leh","Everest Cargo Solutions","Trekking Equipment",982,"Low","Medium",387,4000,"Off-road Vehicle","Rain","Low","Yes",19,0,7517.0,1555.0,889.0,64480.0,9961.0,54519.0,0.8455,5.0,"On Time",25.74,65.66,982.0,14087.6,3,"High Profit","Excellent","No Delay","Standard","Low"
"SH0291","2025-05-03","May","Leh","MountainLink Transport","Trekking Equipment",936,"Low","Medium",100,1699,"Truck","Clear","Low","Yes",5,0,5881.0,1577.0,2443.0,70049.0,9901.0,60148.0,0.8587,5.0,"On Time",99.01,74.84,936.0,60148.0,3,"High Profit","Excellent","No Delay","Premium","High"
"SH0292","2025-03-11","March","Pithoragarh","Altitude Movers","Food Supplies",183,"Low","Medium",157,4435,"Pickup Van","Snow","Low","No",15,8,3631.0,2640.0,2484.0,74127.0,8755.0,65372.0,0.8819,3.6,"Delayed",55.76,405.07,183.0,41638.22,3,"High Profit","Poor","Severe Delay","Premium","Medium"
"SH0293","2025-10-23","October","Badrinath","MountainLink Transport","Medical Supplies",434,"Medium","Easy",152,1550,"Mini Truck","Clear","Medium","No",7,0,2851.0,3575.0,1428.0,57905.0,7854.0,50051.0,0.8644,4.9,"On Time",51.67,133.42,434.0,32928.29,3,"High Profit","Excellent","No Delay","Standard","Medium"
"SH0294","2025-07-21","July","Kedarnath","MountainLink Transport","Medical Supplies",794,"High","Easy",270,2564,"Mini Truck","Clear","Medium","No",15,2,7610.0,1354.0,1451.0,28395.0,10415.0,17980.0,0.6332,4.6,"On Time",38.57,35.76,794.0,6659.26,3,"Low Profit","Excellent","Minor Delay","Basic","Low"
"SH0295","2025-12-20","December","Spiti","Altitude Movers","Retail Goods",372,"High","Medium",308,3405,"Off-road Vehicle","Clear","Medium","No",16,1,3265.0,4820.0,2969.0,78377.0,11054.0,67323.0,0.859,4.6,"On Time",35.89,210.69,372.0,21858.12,4,"High Profit","Excellent","Minor Delay","Premium","Low"
"SH0296","2025-02-20","February","Munsiyari","Altitude Movers","Retail Goods",968,"Medium","Medium",303,4006,"Mini Truck","Clear","Low","No",16,1,5077.0,1229.0,1547.0,74677.0,7853.0,66824.0,0.8948,4.6,"On Time",25.92,77.15,968.0,22054.13,3,"High Profit","Excellent","Minor Delay","Premium","Low"
"SH0297","2025-10-23","October","Yamunotri","Everest Cargo Solutions","Fuel & Energy",522,"High","Medium",284,2026,"Mini Truck","Rain","Medium","Yes",17,3,4881.0,4783.0,2387.0,29648.0,12051.0,17597.0,0.5935,4.5,"On Time",42.43,56.8,522.0,6196.13,4,"Low Profit","Good","Moderate Delay","Basic","Low"
"SH0298","2025-11-03","November","Hemkund Sahib","PeakRoute Supply","Fuel & Energy",838,"High","Hard",345,2703,"Truck","Clear","Low","No",19,2,9521.0,4710.0,4039.0,32154.0,18270.0,13884.0,0.4318,4.5,"On Time",52.96,38.37,838.0,4024.35,4,"Low Profit","Good","Minor Delay","Basic","Low"
"SH0299","2025-07-11","July","Valley of Flowers","Everest Cargo Solutions","Food Supplies",513,"High","Medium",259,2156,"Mini Truck","Clear","Low","Yes",12,0,7806.0,4676.0,1236.0,77454.0,13718.0,63736.0,0.8229,5.0,"On Time",52.97,150.98,513.0,24608.49,3,"High Profit","Excellent","No Delay","Premium","Low"
"SH0300","2025-05-26","May","Munsiyari","Everest Cargo Solutions","Trekking Equipment",966,"High","Hard",100,5146,"Mini Truck","Rain","Medium","No",9,4,8635.0,4133.0,2370.0,52198.0,15138.0,37060.0,0.71,4.2,"On Time",151.38,54.04,966.0,37060.0,5,"Medium Profit","Good","Moderate Delay","Standard","Medium"
"SH0301","2025-04-03","April","Valley of Flowers","Himalayan Freight","Fuel & Energy",213,"Low","Easy",164,2657,"Mini Truck","Snow","Low","Yes",11,3,4931.0,4225.0,2767.0,63026.0,11923.0,51103.0,0.8108,4.5,"On Time",72.7,295.9,213.0,31160.37,2,"High Profit","Good","Moderate Delay","Standard","Medium"
"SH0302","2025-04-06","April","Pithoragarh","Altitude Movers","Fuel & Energy",862,"Low","Hard",200,3316,"Mini Truck","Clear","Low","Yes",10,0,9627.0,1254.0,3310.0,32624.0,14191.0,18433.0,0.565,5.0,"On Time",70.96,37.85,862.0,9216.5,4,"Low Profit","Excellent","No Delay","Basic","Low"
"SH0303","2025-11-15","November","Leh","Altitude Movers","Medical Supplies",350,"High","Medium",307,2795,"Off-road Vehicle","Clear","Low","No",15,0,5231.0,3816.0,1373.0,82375.0,10420.0,71955.0,0.8735,4.9,"On Time",33.94,235.36,350.0,23438.11,3,"High Profit","Excellent","No Delay","Premium","Low"
"SH0304","2025-02-24","February","Auli","PeakRoute Supply","Retail Goods",500,"Low","Medium",343,4409,"Truck","Clear","Medium","Yes",17,0,8998.0,3038.0,1457.0,18803.0,13493.0,5310.0,0.2824,5.0,"On Time",39.34,37.61,500.0,1548.1,4,"Low Profit","Average","No Delay","Basic","Low"
"SH0305","2025-12-07","December","Chamoli","SnowPeak Logistics","Fuel & Energy",997,"High","Easy",298,1548,"Mini Truck","Rain","Low","Yes",15,1,6255.0,5959.0,1006.0,40511.0,13220.0,27291.0,0.6737,4.8,"On Time",44.36,40.63,997.0,9158.05,2,"Medium Profit","Excellent","Minor Delay","Standard","Low"
"SH0306","2025-09-25","September","Gangotri","Himalayan Freight","Fuel & Energy",898,"Medium","Medium",393,2622,"Mini Truck","Rain","Low","Yes",22,3,8434.0,5453.0,2866.0,45869.0,16753.0,29116.0,0.6348,4.5,"On Time",42.63,51.08,898.0,7408.65,3,"Medium Profit","Good","Moderate Delay","Standard","Low"
"SH0307","2025-08-09","August","Chamoli","Altitude Movers","Construction Material",634,"Medium","Medium",229,3978,"Mini Truck","Rain","Medium","No",14,3,3600.0,2579.0,2824.0,34703.0,9003.0,25700.0,0.7406,4.3,"On Time",39.31,54.74,634.0,11222.71,4,"Medium Profit","Good","Moderate Delay","Basic","Low"
"SH0308","2025-04-24","April","Leh","Altitude Movers","Medical Supplies",57,"Low","Medium",216,4042,"Mini Truck","Clear","Medium","No",11,1,6360.0,4077.0,1223.0,64535.0,11660.0,52875.0,0.8193,4.7,"On Time",53.98,1132.19,57.0,24479.17,4,"High Profit","Excellent","Minor Delay","Standard","Low"
"SH0309","2025-09-26","September","Tungnath","Everest Cargo Solutions","Fuel & Energy",423,"Medium","Easy",378,3591,"Mini Truck","Rain","Low","No",21,3,5225.0,2632.0,2092.0,48533.0,9949.0,38584.0,0.795,4.3,"On Time",26.32,114.74,423.0,10207.41,2,"Medium Profit","Good","Moderate Delay","Standard","Low"
"SH0310","2025-11-05","November","Leh","Everest Cargo Solutions","Fuel & Energy",117,"Medium","Easy",346,3979,"Mini Truck","Snow","Low","No",25,8,4017.0,5977.0,4300.0,38007.0,14294.0,23713.0,0.6239,3.6,"Delayed",41.31,324.85,117.0,6853.47,2,"Low Profit","Poor","Severe Delay","Basic","Low"
"SH0311","2025-10-11","October","Spiti","SnowPeak Logistics","Retail Goods",110,"High","Hard",382,1583,"Mini Truck","Clear","Low","No",21,2,7749.0,2616.0,2215.0,68618.0,12580.0,56038.0,0.8167,4.5,"On Time",32.93,623.8,110.0,14669.63,4,"High Profit","Excellent","Minor Delay","Standard","Low"
"SH0312","2025-05-11","May","Chamoli","PeakRoute Supply","Medical Supplies",348,"High","Hard",125,4278,"Pickup Van","Snow","Low","Yes",10,4,7751.0,3907.0,4836.0,66708.0,16494.0,50214.0,0.7527,4.5,"On Time",131.95,191.69,348.0,40171.2,4,"High Profit","Good","Moderate Delay","Standard","Medium"
"SH0313","2025-05-03","May","Hemkund Sahib","PeakRoute Supply","Construction Material",199,"Low","Easy",122,5164,"Pickup Van","Rain","Low","Yes",8,2,7341.0,4245.0,1786.0,43236.0,13372.0,29864.0,0.6907,4.7,"On Time",109.61,217.27,199.0,24478.69,2,"Medium Profit","Excellent","Minor Delay","Standard","Low"
"SH0314","2025-11-11","November","Valley of Flowers","Himalayan Freight","Trekking Equipment",965,"Low","Medium",306,2195,"Mini Truck","Clear","Medium","No",15,0,5375.0,1658.0,2969.0,65927.0,10002.0,55925.0,0.8483,4.8,"On Time",32.69,68.32,965.0,18276.14,4,"High Profit","Excellent","No Delay","Standard","Low"
"SH0315","2025-07-22","July","Gangotri","MountainLink Transport","Retail Goods",786,"High","Hard",337,4320,"Mini Truck","Clear","Low","Yes",16,0,6313.0,3748.0,2234.0,44937.0,12295.0,32642.0,0.7264,5.0,"On Time",36.48,57.17,786.0,9686.05,4,"Medium Profit","Excellent","No Delay","Standard","Low"
"SH0316","2025-04-15","April","Badrinath","Altitude Movers","Fuel & Energy",940,"High","Easy",341,1763,"Mini Truck","Fog","Low","Yes",17,0,3068.0,5542.0,2981.0,73385.0,11591.0,61794.0,0.8421,5.0,"On Time",33.99,78.07,940.0,18121.41,2,"High Profit","Excellent","No Delay","Premium","Low"
"SH0317","2025-04-16","April","Roopkund","SnowPeak Logistics","Fuel & Energy",686,"Low","Hard",174,4151,"Truck","Rain","Medium","Yes",8,0,6244.0,1550.0,2947.0,45753.0,10741.0,35012.0,0.7652,5.0,"On Time",61.73,66.7,686.0,20121.84,5,"Medium Profit","Excellent","No Delay","Standard","Low"
"SH0318","2025-03-02","March","Valley of Flowers","SnowPeak Logistics","Construction Material",85,"High","Medium",297,2443,"Truck","Snow","Low","Yes",17,3,4050.0,4731.0,2262.0,48893.0,11043.0,37850.0,0.7741,4.5,"On Time",37.18,575.21,85.0,12744.11,3,"Medium Profit","Good","Moderate Delay","Standard","Low"
"SH0319","2025-09-26","September","Valley of Flowers","SnowPeak Logistics","Construction Material",986,"Low","Medium",105,3413,"Pickup Van","Clear","Medium","Yes",5,0,3112.0,1593.0,2405.0,16396.0,7110.0,9286.0,0.5664,5.0,"On Time",67.71,16.63,986.0,8843.81,4,"Low Profit","Excellent","No Delay","Basic","Low"
"SH0320","2025-04-11","April","Valley of Flowers","PeakRoute Supply","Retail Goods",746,"Low","Medium",208,2673,"Off-road Vehicle","Snow","Medium","No",14,4,4777.0,4182.0,2736.0,17105.0,11695.0,5410.0,0.3163,4.2,"On Time",56.23,22.93,746.0,2600.96,4,"Low Profit","Average","Moderate Delay","Basic","Low"
"SH0321","2025-07-22","July","Uttarkashi","SnowPeak Logistics","Retail Goods",683,"Medium","Medium",307,2724,"Off-road Vehicle","Snow","High","No",25,10,6797.0,4390.0,2052.0,46677.0,13239.0,33438.0,0.7164,3.3,"Delayed",43.12,68.34,683.0,10891.86,5,"Medium Profit","Poor","Severe Delay","Standard","Low"
"SH0322","2025-10-22","October","Chamoli","SnowPeak Logistics","Food Supplies",208,"Medium","Medium",120,1821,"Truck","Clear","Medium","Yes",6,0,3474.0,2823.0,2331.0,42743.0,8628.0,34115.0,0.7981,5.0,"On Time",71.9,205.5,208.0,28429.17,4,"Medium Profit","Excellent","No Delay","Standard","Medium"
"SH0323","2025-06-02","June","Gangotri","Altitude Movers","Fuel & Energy",769,"High","Medium",100,2695,"Truck","Clear","Low","No",6,1,8917.0,3620.0,1450.0,73538.0,13987.0,59551.0,0.8098,4.6,"On Time",139.87,95.63,769.0,59551.0,3,"High Profit","Excellent","Minor Delay","Premium","High"
"SH0324","2025-01-17","January","Roopkund","SnowPeak Logistics","Medical Supplies",774,"Low","Medium",316,4086,"Pickup Van","Clear","Low","Yes",15,0,6454.0,2709.0,739.0,43276.0,9902.0,33374.0,0.7712,5.0,"On Time",31.34,55.91,774.0,10561.39,3,"Medium Profit","Excellent","No Delay","Standard","Low"
"SH0325","2025-07-29","July","Pithoragarh","Altitude Movers","Construction Material",66,"Low","Medium",228,2949,"Pickup Van","Clear","Low","No",11,0,7852.0,1754.0,1968.0,49874.0,11574.0,38300.0,0.7679,4.8,"On Time",50.76,755.67,66.0,16798.25,3,"Medium Profit","Excellent","No Delay","Standard","Low"
"SH0326","2025-07-01","July","Hemkund Sahib","MountainLink Transport","Construction Material",159,"Low","Hard",200,3254,"Pickup Van","Clear","Medium","Yes",10,0,7087.0,3652.0,2538.0,70630.0,13277.0,57353.0,0.812,5.0,"On Time",66.39,444.21,159.0,28676.5,5,"High Profit","Excellent","No Delay","Premium","Medium"
"SH0327","2025-10-06","October","Uttarkashi","Everest Cargo Solutions","Food Supplies",640,"High","Medium",244,3164,"Pickup Van","Clear","Low","No",12,0,6524.0,2043.0,1131.0,15336.0,9698.0,5638.0,0.3676,4.8,"On Time",39.75,23.96,640.0,2310.66,3,"Low Profit","Good","No Delay","Basic","Low"
"SH0328","2025-10-31","October","Tungnath","SnowPeak Logistics","Construction Material",679,"Medium","Easy",164,2013,"Mini Truck","Clear","High","No",13,5,3470.0,5114.0,1847.0,62419.0,10431.0,51988.0,0.8329,4.0,"Delayed",63.6,91.93,679.0,31700.0,4,"High Profit","Average","Moderate Delay","Standard","Medium"
"SH0329","2025-07-03","July","Pithoragarh","PeakRoute Supply","Trekking Equipment",786,"Medium","Medium",200,4514,"Pickup Van","Clear","Medium","Yes",10,0,4481.0,5961.0,2405.0,61614.0,12847.0,48767.0,0.7915,5.0,"On Time",64.24,78.39,786.0,24383.5,4,"Medium Profit","Excellent","No Delay","Standard","Low"
"SH0330","2025-09-28","September","Gangotri","Altitude Movers","Fuel & Energy",361,"High","Easy",152,4861,"Mini Truck","Snow","Low","No",17,10,4920.0,2803.0,4326.0,20985.0,12049.0,8936.0,0.4258,3.3,"Delayed",79.27,58.13,361.0,5878.95,2,"Low Profit","Poor","Severe Delay","Basic","Low"
